id,name,permissions
1,Admin,"77,78,79,80,81,82,83,84,1,2,3,4,9,10,11,12,5,6,7,8,13,14,15,16,69,70,71,72,73,74,75,76,17,18,19,20,21,22,23,24,41,42,43,44,25,26,27,28,29,30,31,32,45,46,47,48,61,62,63,64,49,50,51,52,57,58,59,60,33,34,35,36,53,54,55,56,37,38,39,40,65,66,67,68"
